2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
1297.81,1424.55,1370.18,811.08,1178.1,1332.41,1418.9,1562.17,1885.52,2059.69,2072.78,2358.84,2581.88,2867.19,2470.5,4019.87
